	X.X	Y.Y
('C-64758_BALBc-1_X02_Y02_561_689', 'Cell Type: B cells')	1911	311
('C-64883_BALBc-1_X02_Y02_563_442', 'Cell Type: B cells')	1913	558
('C-64889_BALBc-1_X02_Y02_563_483', 'Cell Type: B cells')	1913	517
('C-64905_BALBc-1_X02_Y02_563_774', 'Cell Type: B cells')	1913	226
('C-65149_BALBc-1_X02_Y02_566_81', 'Cell Type: B cells')	1916	919
('C-65186_BALBc-1_X02_Y02_567_271', 'Cell Type: B cells')	1917	729
('C-65292_BALBc-1_X02_Y02_568_797', 'Cell Type: B cells')	1918	203
('C-65906_BALBc-1_X02_Y02_575_921', 'Cell Type: B cells')	1925	79
('C-66097_BALBc-1_X02_Y02_578_646', 'Cell Type: B cells')	1928	354
('C-66183_BALBc-1_X02_Y02_579_966', 'Cell Type: B cells')	1929	34
('C-66339_BALBc-1_X02_Y02_581_317', 'Cell Type: B cells')	1931	683
('C-66357_BALBc-1_X02_Y02_581_49', 'Cell Type: B cells')	1931	951
('C-66415_BALBc-1_X02_Y02_582_178', 'Cell Type: B cells')	1932	822
('C-66616_BALBc-1_X02_Y02_584_773', 'Cell Type: B cells')	1934	227
('C-66755_BALBc-1_X02_Y02_586_349', 'Cell Type: B cells')	1936	651
('C-66774_BALBc-1_X02_Y02_586_530', 'Cell Type: B cells')	1936	470
('C-66875_BALBc-1_X02_Y02_587_790', 'Cell Type: B cells')	1937	210
('C-66943_BALBc-1_X02_Y02_588_705', 'Cell Type: B cells')	1938	295
('C-67033_BALBc-1_X02_Y02_589_854', 'Cell Type: B cells')	1939	146
('C-67050_BALBc-1_X02_Y02_59_136', 'Cell Type: B cells')	1409	864
('C-67117_BALBc-1_X02_Y02_59_886', 'Cell Type: B cells')	1409	114
('C-67206_BALBc-1_X02_Y02_590_941', 'Cell Type: B cells')	1940	59
('C-67342_BALBc-1_X02_Y02_592_741', 'Cell Type: B cells')	1942	259
('C-67356_BALBc-1_X02_Y02_592_870', 'Cell Type: B cells')	1942	130
('C-67680_BALBc-1_X02_Y02_596_996', 'Cell Type: B cells')	1946	4
('C-67689_BALBc-1_X02_Y02_597_244', 'Cell Type: B cells')	1947	756
('C-67735_BALBc-1_X02_Y02_597_815', 'Cell Type: B cells')	1947	185
('C-67822_BALBc-1_X02_Y02_598_971', 'Cell Type: B cells')	1948	29
('C-67827_BALBc-1_X02_Y02_599_124', 'Cell Type: B cells')	1949	876
('C-67881_BALBc-1_X02_Y02_599_836', 'Cell Type: B cells')	1949	164
('C-68161_BALBc-1_X02_Y02_602_173', 'Cell Type: B cells')	1952	827
('C-68329_BALBc-1_X02_Y02_604_479', 'Cell Type: B cells')	1954	521
('C-68364_BALBc-1_X02_Y02_604_898', 'Cell Type: B cells')	1954	102
('C-68650_BALBc-1_X02_Y02_608_247', 'Cell Type: B cells')	1958	753
('C-68746_BALBc-1_X02_Y02_609_287', 'Cell Type: B cells')	1959	713
('C-68769_BALBc-1_X02_Y02_609_505', 'Cell Type: B cells')	1959	495
('C-68812_BALBc-1_X02_Y02_61_160', 'Cell Type: B cells')	1411	840
('C-68919_BALBc-1_X02_Y02_610_685', 'Cell Type: B cells')	1960	315
('C-68936_BALBc-1_X02_Y02_610_908', 'Cell Type: B cells')	1960	92
('C-69083_BALBc-1_X02_Y02_612_642', 'Cell Type: B cells')	1962	358
('C-69172_BALBc-1_X02_Y02_613_941', 'Cell Type: B cells')	1963	59
('C-69269_BALBc-1_X02_Y02_615_12', 'Cell Type: B cells')	1965	988
('C-69314_BALBc-1_X02_Y02_615_721', 'Cell Type: B cells')	1965	279
('C-69385_BALBc-1_X02_Y02_616_708', 'Cell Type: B cells')	1966	292
('C-69392_BALBc-1_X02_Y02_616_80', 'Cell Type: B cells')	1966	920
('C-69516_BALBc-1_X02_Y02_618_346', 'Cell Type: B cells')	1968	654
('C-69550_BALBc-1_X02_Y02_618_772', 'Cell Type: B cells')	1968	228
('C-69694_BALBc-1_X02_Y02_62_685', 'Cell Type: B cells')	1412	315
('C-69845_BALBc-1_X02_Y02_621_738', 'Cell Type: B cells')	1971	262
('C-69869_BALBc-1_X02_Y02_621_980', 'Cell Type: B cells')	1971	20
('C-69947_BALBc-1_X02_Y02_622_856', 'Cell Type: B cells')	1972	144
('C-70036_BALBc-1_X02_Y02_623_791', 'Cell Type: B cells')	1973	209
('C-70145_BALBc-1_X02_Y02_625_402', 'Cell Type: B cells')	1975	598
('C-70178_BALBc-1_X02_Y02_625_825', 'Cell Type: B cells')	1975	175
('C-70445_BALBc-1_X02_Y02_629_611', 'Cell Type: B cells')	1979	389
('C-70500_BALBc-1_X02_Y02_63_385', 'Cell Type: B cells')	1413	615
('C-70692_BALBc-1_X02_Y02_631_72', 'Cell Type: B cells')	1981	928
('C-70695_BALBc-1_X02_Y02_631_748', 'Cell Type: B cells')	1981	252
('C-70916_BALBc-1_X02_Y02_634_5', 'Cell Type: B cells')	1984	995
('C-70961_BALBc-1_X02_Y02_635_253', 'Cell Type: B cells')	1985	747
('C-71202_BALBc-1_X02_Y02_638_308', 'Cell Type: B cells')	1988	692
('C-71220_BALBc-1_X02_Y02_638_474', 'Cell Type: B cells')	1988	526
('C-71595_BALBc-1_X02_Y02_642_520', 'Cell Type: B cells')	1992	480
('C-71629_BALBc-1_X02_Y02_642_830', 'Cell Type: B cells')	1992	170
('C-71736_BALBc-1_X02_Y02_644_115', 'Cell Type: B cells')	1994	885
('C-71739_BALBc-1_X02_Y02_644_155', 'Cell Type: B cells')	1994	845
('C-71744_BALBc-1_X02_Y02_644_213', 'Cell Type: B cells')	1994	787
('C-71785_BALBc-1_X02_Y02_644_568', 'Cell Type: B cells')	1994	432
('C-71963_BALBc-1_X02_Y02_646_955', 'Cell Type: B cells')	1996	45
('C-72006_BALBc-1_X02_Y02_647_56', 'Cell Type: B cells')	1997	944
('C-72118_BALBc-1_X02_Y02_648_980', 'Cell Type: B cells')	1998	20
('C-72144_BALBc-1_X02_Y02_649_345', 'Cell Type: B cells')	1999	655
('C-72328_BALBc-1_X02_Y02_650_881', 'Cell Type: B cells')	2000	119
('C-72406_BALBc-1_X02_Y02_651_83', 'Cell Type: B cells')	2001	917
('C-72482_BALBc-1_X02_Y02_652_908', 'Cell Type: B cells')	2002	92
('C-72586_BALBc-1_X02_Y02_654_266', 'Cell Type: B cells')	2004	734
('C-72771_BALBc-1_X02_Y02_656_677', 'Cell Type: B cells')	2006	323
('C-72775_BALBc-1_X02_Y02_656_705', 'Cell Type: B cells')	2006	295
('C-72872_BALBc-1_X02_Y02_657_832', 'Cell Type: B cells')	2007	168
('C-73062_BALBc-1_X02_Y02_66_601', 'Cell Type: B cells')	1416	399
('C-73332_BALBc-1_X02_Y02_662_61', 'Cell Type: B cells')	2012	939
('C-73887_BALBc-1_X02_Y02_67_263', 'Cell Type: B cells')	1417	737
('C-73953_BALBc-1_X02_Y02_670_242', 'Cell Type: B cells')	2020	758
('C-73968_BALBc-1_X02_Y02_670_412', 'Cell Type: B cells')	2020	588
('C-73976_BALBc-1_X02_Y02_670_483', 'Cell Type: B cells')	2020	517
('C-74149_BALBc-1_X02_Y02_672_855', 'Cell Type: B cells')	2022	145
('C-74167_BALBc-1_X02_Y02_673_108', 'Cell Type: B cells')	2023	892
('C-74236_BALBc-1_X02_Y02_673_890', 'Cell Type: B cells')	2023	110
('C-74383_BALBc-1_X02_Y02_675_456', 'Cell Type: B cells')	2025	544
('C-74388_BALBc-1_X02_Y02_675_540', 'Cell Type: B cells')	2025	460
('C-74441_BALBc-1_X02_Y02_676_169', 'Cell Type: B cells')	2026	831
('C-74508_BALBc-1_X02_Y02_676_991', 'Cell Type: B cells')	2026	9
('C-74535_BALBc-1_X02_Y02_677_385', 'Cell Type: B cells')	2027	615
('C-74729_BALBc-1_X02_Y02_679_790', 'Cell Type: B cells')	2029	210
('C-74731_BALBc-1_X02_Y02_679_812', 'Cell Type: B cells')	2029	188
('C-74790_BALBc-1_X02_Y02_68_580', 'Cell Type: B cells')	1418	420
('C-74845_BALBc-1_X02_Y02_680_497', 'Cell Type: B cells')	2030	503
('C-74920_BALBc-1_X02_Y02_681_628', 'Cell Type: B cells')	2031	372
('C-75012_BALBc-1_X02_Y02_682_927', 'Cell Type: B cells')	2032	73
('C-75078_BALBc-1_X02_Y02_683_754', 'Cell Type: B cells')	2033	246
('C-75093_BALBc-1_X02_Y02_683_961', 'Cell Type: B cells')	2033	39
('C-75122_BALBc-1_X02_Y02_684_41', 'Cell Type: B cells')	2034	959
('C-75210_BALBc-1_X02_Y02_685_709', 'Cell Type: B cells')	2035	291
('C-75222_BALBc-1_X02_Y02_685_85', 'Cell Type: B cells')	2035	915
('C-75253_BALBc-1_X02_Y02_686_343', 'Cell Type: B cells')	2036	657
('C-75823_BALBc-1_X02_Y02_692_891', 'Cell Type: B cells')	2042	109
('C-75887_BALBc-1_X02_Y02_693_684', 'Cell Type: B cells')	2043	316
('C-76096_BALBc-1_X02_Y02_696_645', 'Cell Type: B cells')	2046	355
('C-76103_BALBc-1_X02_Y02_696_735', 'Cell Type: B cells')	2046	265
('C-76294_BALBc-1_X02_Y02_699_112', 'Cell Type: B cells')	2049	888
('C-76538_BALBc-1_X02_Y02_700_290', 'Cell Type: B cells')	2050	710
('C-76553_BALBc-1_X02_Y02_700_423', 'Cell Type: B cells')	2050	577
('C-76803_BALBc-1_X02_Y02_703_773', 'Cell Type: B cells')	2053	227
('C-76901_BALBc-1_X02_Y02_704_869', 'Cell Type: B cells')	2054	131
('C-77001_BALBc-1_X02_Y02_706_34', 'Cell Type: B cells')	2056	966
('C-77014_BALBc-1_X02_Y02_706_510', 'Cell Type: B cells')	2056	490
('C-77039_BALBc-1_X02_Y02_706_830', 'Cell Type: B cells')	2056	170
('C-77074_BALBc-1_X02_Y02_707_326', 'Cell Type: B cells')	2057	674
('C-77093_BALBc-1_X02_Y02_707_617', 'Cell Type: B cells')	2057	383
('C-77135_BALBc-1_X02_Y02_707_975', 'Cell Type: B cells')	2057	25
('C-77220_BALBc-1_X02_Y02_709_226', 'Cell Type: B cells')	2059	774
('C-77373_BALBc-1_X02_Y02_710_537', 'Cell Type: B cells')	2060	463
('C-77376_BALBc-1_X02_Y02_710_565', 'Cell Type: B cells')	2060	435
('C-77395_BALBc-1_X02_Y02_710_791', 'Cell Type: B cells')	2060	209
('C-77586_BALBc-1_X02_Y02_712_99', 'Cell Type: B cells')	2062	901
('C-77673_BALBc-1_X02_Y02_714_203', 'Cell Type: B cells')	2064	797
('C-77790_BALBc-1_X02_Y02_715_74', 'Cell Type: B cells')	2065	926
('C-77983_BALBc-1_X02_Y02_717_921', 'Cell Type: B cells')	2067	79
('C-78066_BALBc-1_X02_Y02_719_1006', 'Cell Type: B cells')	2069	-6
('C-78175_BALBc-1_X02_Y02_72_479', 'Cell Type: B cells')	1422	521
('C-78545_BALBc-1_X02_Y02_724_169', 'Cell Type: B cells')	2074	831
('C-78626_BALBc-1_X02_Y02_725_382', 'Cell Type: B cells')	2075	618
('C-78655_BALBc-1_X02_Y02_725_758', 'Cell Type: B cells')	2075	242
('C-78673_BALBc-1_X02_Y02_725_953', 'Cell Type: B cells')	2075	47
('C-78684_BALBc-1_X02_Y02_726_124', 'Cell Type: B cells')	2076	876
('C-78789_BALBc-1_X02_Y02_727_511', 'Cell Type: B cells')	2077	489
('C-78889_BALBc-1_X02_Y02_728_781', 'Cell Type: B cells')	2078	219
('C-78953_BALBc-1_X02_Y02_729_688', 'Cell Type: B cells')	2079	312
('C-78974_BALBc-1_X02_Y02_729_890', 'Cell Type: B cells')	2079	110
('C-78999_BALBc-1_X02_Y02_73_354', 'Cell Type: B cells')	1423	646
('C-79016_BALBc-1_X02_Y02_73_624', 'Cell Type: B cells')	1423	376
('C-79095_BALBc-1_X02_Y02_730_647', 'Cell Type: B cells')	2080	353
('C-79236_BALBc-1_X02_Y02_732_35', 'Cell Type: B cells')	2082	965
('C-79458_BALBc-1_X02_Y02_734_917', 'Cell Type: B cells')	2084	83
('C-79623_BALBc-1_X02_Y02_737_105', 'Cell Type: B cells')	2087	895
('C-79762_BALBc-1_X02_Y02_738_804', 'Cell Type: B cells')	2088	196
('C-79767_BALBc-1_X02_Y02_738_865', 'Cell Type: B cells')	2088	135
('C-79785_BALBc-1_X02_Y02_739_196', 'Cell Type: B cells')	2089	804
('C-79862_BALBc-1_X02_Y02_739_981', 'Cell Type: B cells')	2089	19
('C-79984_BALBc-1_X02_Y02_740_709', 'Cell Type: B cells')	2090	291
('C-80165_BALBc-1_X02_Y02_743_497', 'Cell Type: B cells')	2093	503
('C-80587_BALBc-1_X02_Y02_748_815', 'Cell Type: B cells')	2098	185
('C-80635_BALBc-1_X02_Y02_749_454', 'Cell Type: B cells')	2099	546
('C-80695_BALBc-1_X02_Y02_75_13', 'Cell Type: B cells')	1425	987
('C-80817_BALBc-1_X02_Y02_750_584', 'Cell Type: B cells')	2100	416
('C-81059_BALBc-1_X02_Y02_753_779', 'Cell Type: B cells')	2103	221
('C-81060_BALBc-1_X02_Y02_753_793', 'Cell Type: B cells')	2103	207
('C-81068_BALBc-1_X02_Y02_753_897', 'Cell Type: B cells')	2103	103
('C-81108_BALBc-1_X02_Y02_754_416', 'Cell Type: B cells')	2104	584
('C-81179_BALBc-1_X02_Y02_755_323', 'Cell Type: B cells')	2105	677
('C-81222_BALBc-1_X02_Y02_755_881', 'Cell Type: B cells')	2105	119
('C-81284_BALBc-1_X02_Y02_756_634', 'Cell Type: B cells')	2106	366
('C-81466_BALBc-1_X02_Y02_758_853', 'Cell Type: B cells')	2108	147
('C-81536_BALBc-1_X02_Y02_759_820', 'Cell Type: B cells')	2109	180
('C-81627_BALBc-1_X02_Y02_760_153', 'Cell Type: B cells')	2110	847
('C-81992_BALBc-1_X02_Y02_764_995', 'Cell Type: B cells')	2114	5
('C-82113_BALBc-1_X02_Y02_766_756', 'Cell Type: B cells')	2116	244
('C-82616_BALBc-1_X02_Y02_772_197', 'Cell Type: B cells')	2122	803
('C-82799_BALBc-1_X02_Y02_774_509', 'Cell Type: B cells')	2124	491
('C-82871_BALBc-1_X02_Y02_775_626', 'Cell Type: B cells')	2125	374
('C-82932_BALBc-1_X02_Y02_776_234', 'Cell Type: B cells')	2126	766
('C-83113_BALBc-1_X02_Y02_778_564', 'Cell Type: B cells')	2128	436
('C-83255_BALBc-1_X02_Y02_78_243', 'Cell Type: B cells')	1428	757
('C-83347_BALBc-1_X02_Y02_780_648', 'Cell Type: B cells')	2130	352
('C-83401_BALBc-1_X02_Y02_781_370', 'Cell Type: B cells')	2131	630
('C-83432_BALBc-1_X02_Y02_781_781', 'Cell Type: B cells')	2131	219
('C-83518_BALBc-1_X02_Y02_782_947', 'Cell Type: B cells')	2132	53
('C-83545_BALBc-1_X02_Y02_783_408', 'Cell Type: B cells')	2133	592
('C-83579_BALBc-1_X02_Y02_783_829', 'Cell Type: B cells')	2133	171
('C-83813_BALBc-1_X02_Y02_786_688', 'Cell Type: B cells')	2136	312
('C-83857_BALBc-1_X02_Y02_787_296', 'Cell Type: B cells')	2137	704
('C-84179_BALBc-1_X02_Y02_790_487', 'Cell Type: B cells')	2140	513
('C-84223_BALBc-1_X02_Y02_791_169', 'Cell Type: B cells')	2141	831
('C-84480_BALBc-1_X02_Y02_793_920', 'Cell Type: B cells')	2143	80
('C-84554_BALBc-1_X02_Y02_794_978', 'Cell Type: B cells')	2144	22
('C-84577_BALBc-1_X02_Y02_795_333', 'Cell Type: B cells')	2145	667
('C-84864_BALBc-1_X02_Y02_798_754', 'Cell Type: B cells')	2148	246
('C-85074_BALBc-1_X02_Y02_80_689', 'Cell Type: B cells')	1430	311
('C-85146_BALBc-1_X02_Y02_800_596', 'Cell Type: B cells')	2150	404
('C-85365_BALBc-1_X02_Y02_803_450', 'Cell Type: B cells')	2153	550
('C-85452_BALBc-1_X02_Y02_804_6', 'Cell Type: B cells')	2154	994
('C-85759_BALBc-1_X02_Y02_808_377', 'Cell Type: B cells')	2158	623
('C-85916_BALBc-1_X02_Y02_81_656', 'Cell Type: B cells')	1431	344
('C-85926_BALBc-1_X02_Y02_81_785', 'Cell Type: B cells')	1431	215
('C-85942_BALBc-1_X02_Y02_81_991', 'Cell Type: B cells')	1431	9
('C-86002_BALBc-1_X02_Y02_810_796', 'Cell Type: B cells')	2160	204
('C-86177_BALBc-1_X02_Y02_813_187', 'Cell Type: B cells')	2163	813
('C-86247_BALBc-1_X02_Y02_813_882', 'Cell Type: B cells')	2163	118
('C-86277_BALBc-1_X02_Y02_814_239', 'Cell Type: B cells')	2164	761
('C-86338_BALBc-1_X02_Y02_814_833', 'Cell Type: B cells')	2164	167
('C-86350_BALBc-1_X02_Y02_815_1001', 'Cell Type: B cells')	2165	-1
('C-86446_BALBc-1_X02_Y02_816_410', 'Cell Type: B cells')	2166	590
('C-86456_BALBc-1_X02_Y02_816_577', 'Cell Type: B cells')	2166	423
('C-86485_BALBc-1_X02_Y02_816_906', 'Cell Type: B cells')	2166	94
('C-86584_BALBc-1_X02_Y02_818_376', 'Cell Type: B cells')	2168	624
('C-86654_BALBc-1_X02_Y02_819_312', 'Cell Type: B cells')	2169	688
('C-86760_BALBc-1_X02_Y02_82_873', 'Cell Type: B cells')	1432	127
('C-86819_BALBc-1_X02_Y02_820_592', 'Cell Type: B cells')	2170	408
('C-86859_BALBc-1_X02_Y02_821_272', 'Cell Type: B cells')	2171	728
('C-86882_BALBc-1_X02_Y02_821_469', 'Cell Type: B cells')	2171	531
('C-86995_BALBc-1_X02_Y02_822_773', 'Cell Type: B cells')	2172	227
('C-87010_BALBc-1_X02_Y02_822_970', 'Cell Type: B cells')	2172	30
('C-87223_BALBc-1_X02_Y02_825_637', 'Cell Type: B cells')	2175	363
('C-87231_BALBc-1_X02_Y02_825_685', 'Cell Type: B cells')	2175	315
('C-87361_BALBc-1_X02_Y02_827_663', 'Cell Type: B cells')	2177	337
('C-87401_BALBc-1_X02_Y02_828_136', 'Cell Type: B cells')	2178	864
('C-87753_BALBc-1_X02_Y02_831_750', 'Cell Type: B cells')	2181	250
('C-87772_BALBc-1_X02_Y02_832_176', 'Cell Type: B cells')	2182	824
('C-87940_BALBc-1_X02_Y02_834_449', 'Cell Type: B cells')	2184	551
('C-88160_BALBc-1_X02_Y02_837_355', 'Cell Type: B cells')	2187	645
('C-88190_BALBc-1_X02_Y02_837_668', 'Cell Type: B cells')	2187	332
('C-88264_BALBc-1_X02_Y02_838_719', 'Cell Type: B cells')	2188	281
('C-88363_BALBc-1_X02_Y02_839_932', 'Cell Type: B cells')	2189	68
('C-88394_BALBc-1_X02_Y02_84_515', 'Cell Type: B cells')	1434	485
('C-88440_BALBc-1_X02_Y02_84_969', 'Cell Type: B cells')	1434	31
('C-88503_BALBc-1_X02_Y02_840_832', 'Cell Type: B cells')	2190	168
('C-88555_BALBc-1_X02_Y02_841_439', 'Cell Type: B cells')	2191	561
('C-88760_BALBc-1_X02_Y02_844_277', 'Cell Type: B cells')	2194	723
('C-88917_BALBc-1_X02_Y02_846_331', 'Cell Type: B cells')	2196	669
('C-88934_BALBc-1_X02_Y02_846_601', 'Cell Type: B cells')	2196	399
('C-88985_BALBc-1_X02_Y02_847_249', 'Cell Type: B cells')	2197	751
('C-89032_BALBc-1_X02_Y02_847_706', 'Cell Type: B cells')	2197	294
('C-89042_BALBc-1_X02_Y02_847_797', 'Cell Type: B cells')	2197	203
('C-89169_BALBc-1_X02_Y02_849_386', 'Cell Type: B cells')	2199	614
('C-89338_BALBc-1_X02_Y02_850_734', 'Cell Type: B cells')	2200	266
('C-89357_BALBc-1_X02_Y02_851_140', 'Cell Type: B cells')	2201	860
('C-89396_BALBc-1_X02_Y02_851_573', 'Cell Type: B cells')	2201	427
('C-89419_BALBc-1_X02_Y02_851_872', 'Cell Type: B cells')	2201	128
('C-89427_BALBc-1_X02_Y02_852_1004', 'Cell Type: B cells')	2202	-4
('C-89491_BALBc-1_X02_Y02_852_856', 'Cell Type: B cells')	2202	144
('C-89556_BALBc-1_X02_Y02_853_642', 'Cell Type: B cells')	2203	358
('C-89743_BALBc-1_X02_Y02_855_754', 'Cell Type: B cells')	2205	246
('C-89977_BALBc-1_X02_Y02_858_899', 'Cell Type: B cells')	2208	101
('C-90055_BALBc-1_X02_Y02_859_983', 'Cell Type: B cells')	2209	17
('C-90109_BALBc-1_X02_Y02_86_60', 'Cell Type: B cells')	1436	940
('C-90319_BALBc-1_X02_Y02_862_37', 'Cell Type: B cells')	2212	963
('C-90441_BALBc-1_X02_Y02_864_212', 'Cell Type: B cells')	2214	788
('C-90472_BALBc-1_X02_Y02_864_516', 'Cell Type: B cells')	2214	484
('C-90584_BALBc-1_X02_Y02_865_954', 'Cell Type: B cells')	2215	46
('C-90756_BALBc-1_X02_Y02_868_247', 'Cell Type: B cells')	2218	753
('C-90964_BALBc-1_X02_Y02_87_810', 'Cell Type: B cells')	1437	190
('C-90993_BALBc-1_X02_Y02_870_113', 'Cell Type: B cells')	2220	887
('C-91037_BALBc-1_X02_Y02_870_608', 'Cell Type: B cells')	2220	392
('C-91170_BALBc-1_X02_Y02_872_455', 'Cell Type: B cells')	2222	545
('C-91208_BALBc-1_X02_Y02_872_797', 'Cell Type: B cells')	2222	203
('C-91245_BALBc-1_X02_Y02_873_333', 'Cell Type: B cells')	2223	667
('C-91506_BALBc-1_X02_Y02_876_651', 'Cell Type: B cells')	2226	349
('C-91693_BALBc-1_X02_Y02_879_140', 'Cell Type: B cells')	2229	860
('C-91994_BALBc-1_X02_Y02_881_868', 'Cell Type: B cells')	2231	132
('C-92030_BALBc-1_X02_Y02_882_354', 'Cell Type: B cells')	2232	646
('C-92117_BALBc-1_X02_Y02_883_671', 'Cell Type: B cells')	2233	329
('C-92273_BALBc-1_X02_Y02_886_181', 'Cell Type: B cells')	2236	819
('C-92311_BALBc-1_X02_Y02_886_596', 'Cell Type: B cells')	2236	404
('C-92434_BALBc-1_X02_Y02_888_295', 'Cell Type: B cells')	2238	705
('C-92552_BALBc-1_X02_Y02_889_735', 'Cell Type: B cells')	2239	265
('C-92558_BALBc-1_X02_Y02_889_853', 'Cell Type: B cells')	2239	147
('C-92570_BALBc-1_X02_Y02_889_96', 'Cell Type: B cells')	2239	904
('C-92700_BALBc-1_X02_Y02_890_746', 'Cell Type: B cells')	2240	254
('C-92756_BALBc-1_X02_Y02_891_44', 'Cell Type: B cells')	2241	956
('C-92817_BALBc-1_X02_Y02_892_413', 'Cell Type: B cells')	2242	587
('C-92906_BALBc-1_X02_Y02_893_546', 'Cell Type: B cells')	2243	454
('C-92912_BALBc-1_X02_Y02_893_644', 'Cell Type: B cells')	2243	356
('C-92924_BALBc-1_X02_Y02_893_808', 'Cell Type: B cells')	2243	192
('C-93103_BALBc-1_X02_Y02_895_993', 'Cell Type: B cells')	2245	7
('C-93223_BALBc-1_X02_Y02_897_705', 'Cell Type: B cells')	2247	295
('C-93348_BALBc-1_X02_Y02_899_389', 'Cell Type: B cells')	2249	611
('C-93415_BALBc-1_X02_Y02_9_38', 'Cell Type: B cells')	1359	962
('C-93437_BALBc-1_X02_Y02_9_690', 'Cell Type: B cells')	1359	310
('C-93474_BALBc-1_X02_Y02_90_174', 'Cell Type: B cells')	1440	826
('C-93570_BALBc-1_X02_Y02_900_320', 'Cell Type: B cells')	2250	680
('C-93778_BALBc-1_X02_Y02_903_445', 'Cell Type: B cells')	2253	555
('C-93852_BALBc-1_X02_Y02_904_543', 'Cell Type: B cells')	2254	457
('C-93948_BALBc-1_X02_Y02_905_80', 'Cell Type: B cells')	2255	920
('C-94108_BALBc-1_X02_Y02_907_946', 'Cell Type: B cells')	2257	54
('C-94454_BALBc-1_X02_Y02_911_705', 'Cell Type: B cells')	2261	295
('C-94481_BALBc-1_X02_Y02_912_148', 'Cell Type: B cells')	2262	852
('C-94484_BALBc-1_X02_Y02_912_174', 'Cell Type: B cells')	2262	826
('C-94610_BALBc-1_X02_Y02_913_822', 'Cell Type: B cells')	2263	178
('C-94815_BALBc-1_X02_Y02_916_641', 'Cell Type: B cells')	2266	359
('C-94838_BALBc-1_X02_Y02_916_85', 'Cell Type: B cells')	2266	915
('C-94839_BALBc-1_X02_Y02_916_856', 'Cell Type: B cells')	2266	144
('C-94853_BALBc-1_X02_Y02_917_213', 'Cell Type: B cells')	2267	787
('C-94891_BALBc-1_X02_Y02_917_742', 'Cell Type: B cells')	2267	258
('C-95053_BALBc-1_X02_Y02_919_786', 'Cell Type: B cells')	2269	214
('C-95070_BALBc-1_X02_Y02_919_984', 'Cell Type: B cells')	2269	16
('C-95344_BALBc-1_X02_Y02_922_457', 'Cell Type: B cells')	2272	543
('C-95351_BALBc-1_X02_Y02_922_549', 'Cell Type: B cells')	2272	451
('C-95458_BALBc-1_X02_Y02_923_893', 'Cell Type: B cells')	2273	107
('C-95495_BALBc-1_X02_Y02_924_349', 'Cell Type: B cells')	2274	651
('C-95866_BALBc-1_X02_Y02_928_872', 'Cell Type: B cells')	2278	128
('C-95874_BALBc-1_X02_Y02_929_132', 'Cell Type: B cells')	2279	868
('C-96102_BALBc-1_X02_Y02_931_305', 'Cell Type: B cells')	2281	695
('C-96234_BALBc-1_X02_Y02_932_924', 'Cell Type: B cells')	2282	76
('C-96350_BALBc-1_X02_Y02_934_713', 'Cell Type: B cells')	2284	287
('C-96428_BALBc-1_X02_Y02_935_613', 'Cell Type: B cells')	2285	387
('C-96640_BALBc-1_X02_Y02_938_684', 'Cell Type: B cells')	2288	316
('C-97000_BALBc-1_X02_Y02_942_474', 'Cell Type: B cells')	2292	526
('C-97011_BALBc-1_X02_Y02_942_662', 'Cell Type: B cells')	2292	338
('C-97056_BALBc-1_X02_Y02_943_193', 'Cell Type: B cells')	2293	807
('C-97137_BALBc-1_X02_Y02_944_154', 'Cell Type: B cells')	2294	846
('C-97167_BALBc-1_X02_Y02_944_435', 'Cell Type: B cells')	2294	565
('C-97214_BALBc-1_X02_Y02_944_966', 'Cell Type: B cells')	2294	34
('C-97451_BALBc-1_X02_Y02_948_331', 'Cell Type: B cells')	2298	669
('C-97491_BALBc-1_X02_Y02_948_932', 'Cell Type: B cells')	2298	68
('C-97517_BALBc-1_X02_Y02_949_240', 'Cell Type: B cells')	2299	760
('C-97549_BALBc-1_X02_Y02_949_586', 'Cell Type: B cells')	2299	414
('C-98069_BALBc-1_X02_Y02_955_308', 'Cell Type: B cells')	2305	692
('C-98157_BALBc-1_X02_Y02_956_396', 'Cell Type: B cells')	2306	604
('C-98194_BALBc-1_X02_Y02_956_883', 'Cell Type: B cells')	2306	117
('C-98263_BALBc-1_X02_Y02_957_843', 'Cell Type: B cells')	2307	157
('C-98313_BALBc-1_X02_Y02_958_647', 'Cell Type: B cells')	2308	353
('C-98322_BALBc-1_X02_Y02_958_769', 'Cell Type: B cells')	2308	231
('C-98806_BALBc-1_X02_Y02_964_191', 'Cell Type: B cells')	2314	809
('C-98856_BALBc-1_X02_Y02_964_78', 'Cell Type: B cells')	2314	922
('C-98994_BALBc-1_X02_Y02_966_741', 'Cell Type: B cells')	2316	259
('C-99000_BALBc-1_X02_Y02_966_800', 'Cell Type: B cells')	2316	200
('C-99040_BALBc-1_X02_Y02_967_294', 'Cell Type: B cells')	2317	706
('C-99129_BALBc-1_X02_Y02_968_372', 'Cell Type: B cells')	2318	628
('C-99400_BALBc-1_X02_Y02_970_970', 'Cell Type: B cells')	2320	30
('C-99453_BALBc-1_X02_Y02_971_668', 'Cell Type: B cells')	2321	332
('C-99472_BALBc-1_X02_Y02_971_945', 'Cell Type: B cells')	2321	55
('C-99576_BALBc-1_X02_Y02_973_307', 'Cell Type: B cells')	2323	693
